# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000113504.21	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1050384;1052186;1053349;1053349;1056582;1057211;1057471;1057471;1057528;1060344;1060344;1060344;1060344;1063844;1063844;1063844;1063844;1064083;1064083;1064083;1065283;1065283;1065283;1073633;1073633;1073633;1073782;1074567;1074567;1074567;1074567;1075371;1075371;1075371;1075371;1075891;1076138;1076138;1076694;1076694;1076694;1077833;1077833;1078519;1078701;1078701;1079398;1079398;1079398;1081577;1081577;1081577;1083745;1083745;1085232;1085232;1086903;1086903;1088306;1088306;1088982;1088982;1093533;1093533;1094154;1111868	1052451;1052451;1053482;1053482;1056596;1057649;1057649;1057649;1057649;1060451;1060451;1060451;1060451;1063975;1063882;1063975;1063975;1064252;1064252;1064252;1065478;1065478;1065478;1073801;1073801;1073801;1073801;1074671;1074671;1074671;1074671;1075490;1075434;1075490;1075490;1076236;1076236;1076236;1076782;1076812;1076812;1078007;1078007;1078758;1078758;1078758;1079496;1079496;1079496;1081658;1081744;1081744;1083956;1083956;1085473;1085473;1087033;1087033;1088360;1088360;1089128;1089128;1093575;1093655;1094248;1112063	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6004	179
ENSG00000263834.1	chr5	1062896	1062974	-	79	1
ENSG00000249201.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1173141;1174524;1175129;1175397;1175957;1175961;1175971;1178438;1178438;1178438	1173478;1174630;1175688;1175688;1176544;1176544;1176544;1178546;1178594;1178605	-;-;-;-;-;-;-;-;-;-	1761	0
ENSG00000174358.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1201595;1201595;1208746;1208746;1210444;1210536;1212303;1212303;1213463;1213463;1213953;1213953;1216558;1216558;1216789;1218903;1218903;1219505;1219505;1221151;1221151;1221701;1221701	1201852;1201852;1208886;1208886;1210581;1210581;1212484;1212484;1213573;1213573;1214065;1214065;1216686;1216945;1216945;1219107;1219107;1219664;1219664;1221313;1221313;1225111;1223270	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5270	0
ENSG00000164363.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1225381;1225409;1232219;1232219;1232751;1232751;1235481;1237950;1239450;1240531;1242707;1243555;1244214;1244608;1245848	1225637;1225637;1232359;1232359;1232839;1232888;1235662;1238060;1239562;1240659;1242863;1243759;1244373;1244767;1246189	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2095	0
ENSG00000287486.1	chr5;chr5;chr5	1252006;1254674;1255306	1252293;1254733;1255976	+;+;+	1019	1
ENSG00000164362.21	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1253147;1253167;1253167;1253728;1253728;1254368;1254368;1254368;1254368;1254368;1254617;1255287;1255287;1255287;1255287;1255287;1255287;1258598;1258598;1258598;1258598;1258598;1258598;1260474;1260474;1260474;1260474;1260474;1260474;1264248;1264404;1264404;1264404;1266464;1266464;1266464;1266464;1266464;1266464;1268520;1268520;1268520;1268520;1268520;1271119;1271119;1271119;1272185;1272185;1272185;1278641;1278641;1278641;1278641;1278641;1279291;1279291;1279291;1279291;1279291;1280158;1280158;1280158;1280158;1280158;1282429;1282429;1282429;1282429;1282429;1286165;1292964;1293313;1293313;1293313;1294771;1294771;1294771;1294771	1253831;1253831;1253831;1253831;1253831;1254505;1254505;1254505;1254505;1254505;1254664;1255411;1255411;1255411;1255411;1255411;1255411;1258659;1258659;1258659;1258659;1258659;1258659;1260600;1260600;1260600;1260600;1260600;1260600;1264592;1264534;1264592;1264592;1266524;1266535;1266535;1266535;1266535;1266535;1268633;1268633;1268633;1268633;1268633;1271204;1271204;1271204;1272280;1272280;1272280;1278796;1278760;1278796;1278796;1278796;1279470;1279470;1279470;1279470;1279470;1280338;1280338;1280338;1280338;1280338;1282624;1282624;1282624;1282624;1283010;1287086;1294666;1294666;1294666;1294666;1294989;1294989;1295068;1295047	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5920	27
ENSG00000263670.1	chr5	1309310	1309377	-	68	0
ENSG00000049656.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1317752;1317753;1317868;1317892;1318175;1318299;1318355;1320208;1320615;1320616;1320616;1320616;1320616;1320616;1320616;1320616;1320616;1320684;1321635;1321635;1321635;1321635;1321635;1321635;1321635;1321635;1321635;1321635;1321635;1321647;1321764;1321764;1321764;1321764;1321764;1321764;1321764;1321764;1321764;1322834;1322877;1322877;1322877;1322877;1322877;1322877;1322877;1322877;1322877;1322877;1322877;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323787;1323833;1324763;1324763;1324763;1324763;1324763;1324763;1324763;1324763;1324763;1324763;1324763;1325751;1325751;1325751;1325751;1325751;1325751;1325751;1325751;1325751;1326015;1326261;1330280;1330280;1330280;1330280;1330280;1331799;1331799;1331799;1331799;1331803;1331803;1332115;1334289;1334289;1334289;1334289;1334289;1334358;1335057;1335057;1335057;1335057;1335057;1335057;1337904;1337904;1337904;1337904;1338860;1338860;1338860;1341671;1341671;1341671;1344351;1344351;1344680;1344680	1318453;1318453;1318453;1318453;1318453;1318453;1318453;1320731;1320731;1320731;1320731;1320731;1320731;1320731;1320731;1320731;1320731;1320731;1321819;1321679;1321679;1321819;1321679;1321679;1321679;1321679;1321679;1321679;1321679;1321819;1321819;1321819;1321819;1321829;1321819;1321819;1321819;1321819;1321819;1322911;1322911;1322911;1322911;1322911;1322915;1322911;1322911;1322911;1322911;1322911;1322911;1323869;1323869;1323869;1323869;1324037;1323869;1323830;1323869;1323869;1323869;1323869;1323869;1323869;1324813;1324813;1324813;1324857;1324813;1324813;1324813;1324813;1325816;1324813;1324813;1325816;1325816;1325816;1325816;1325816;1325827;1325816;1325816;1325816;1326255;1326436;1330383;1330431;1330383;1331844;1330383;1331883;1331883;1331883;1331883;1331883;1331883;1332338;1334383;1334383;1334383;1334383;1334383;1334383;1335174;1335155;1335121;1335174;1335174;1335174;1338318;1337982;1337982;1337982;1339005;1339005;1339005;1341860;1341738;1341860;1344451;1344451;1344887;1345099	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6549	3834
ENSG00000286388.1	chr5;chr5	1345197;1349741	1347452;1350786	+;+	3302	80
ENSG00000250584.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1353896;1363582;1363585;1363585;1363616;1363626;1364114;1368320;1368320;1379562;1379562;1379562;1379562;1379562;1379665	1355535;1364691;1364691;1364691;1364691;1364691;1364691;1368395;1368391;1380107;1380070;1379997;1379914;1380067;1380048	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3372	3
ENSG00000248951.2	chr5	1370543	1370945	-	403	0
ENSG00000279908.1	chr5	1383159	1386409	-	3251	0
ENSG00000142319.18	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1392794;1394029;1400915;1400915;1401160;1402922;1406188;1409026;1409721;1411243;1414691;1414741;1416098;1416098;1420569;1421876;1432464;1441359;1442912;1445348	1394758;1394758;1400986;1400986;1401307;1403089;1406288;1409125;1409849;1411355;1414815;1414815;1416578;1416201;1420703;1422014;1432698;1441490;1443242;1445440	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4467	1
ENSG00000153395.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1456480;1460123;1461190;1461427;1461429;1461840;1466749;1466749;1466749;1467181;1470826;1470826;1473957;1473957;1474560;1474560;1477404;1477404;1479476;1479621;1479621;1480942;1480942;1480942;1483428;1483428;1483428;1483428;1488377;1488391;1488391;1488391;1488391;1489746;1489746;1489746;1489746;1489746;1494700;1494700;1494700;1494700;1494700;1501461;1501461;1501461;1521347;1523710;1523710;1523710	1458091;1460378;1461397;1463835;1463835;1463835;1466890;1466890;1466890;1467325;1470924;1470924;1474110;1474110;1474685;1474685;1477486;1477486;1479675;1479675;1479675;1480976;1480976;1480976;1483486;1483486;1483486;1483486;1488451;1488451;1488451;1488451;1488451;1489858;1489858;1489858;1489858;1489858;1494928;1494914;1494778;1494914;1494914;1501603;1501603;1501603;1521480;1523740;1523960;1523962	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6475	1333
ENSG00000273742.1	chr5	1510762	1510856	-	95	0
ENSG00000251532.1	chr5;chr5;chr5;chr5	1544107;1546759;1548309;1551504	1544216;1546965;1548476;1551710	-;-;-;-	692	0
ENSG00000185986.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1567495;1572182;1572222;1574172;1574182;1576179;1576179;1576544;1579277;1584984;1589028;1589247;1589247;1593113;1593113;1593113;1594395;1594395	1568998;1572286;1572286;1574295;1574295;1576309;1576309;1576655;1579484;1585133;1589365;1589365;1589365;1593284;1593289;1593284;1594620;1594476	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3075	17
ENSG00000271119.1	chr5;chr5;chr5	1594626;1610328;1610519	1595247;1610417;1611467	+;+;+	1661	2
ENSG00000248126.1	chr5	1598127	1598247	+	121	1
ENSG00000188002.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1598920;1598920;1598920;1599121;1599627;1599627;1601916;1602691;1602691;1602691;1602691;1602691;1626786;1626786;1628755;1628755;1629001;1630409;1630409;1632644;1632644;1632644;1632644;1632644;1632845;1632845;1632845;1632845;1632845;1633808;1633808;1633808;1633808;1633808;1633808;1633808	1599827;1599269;1599269;1599827;1599827;1599827;1602735;1602735;1602735;1602735;1602735;1602735;1626926;1626926;1629630;1629630;1629630;1630566;1630566;1632751;1632751;1632751;1632906;1632906;1632906;1632906;1632906;1632906;1632906;1633906;1633984;1634002;1633947;1634005;1634004;1633981	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3364	27
ENSG00000232615.4	chr5;chr5;chr5	1614836;1615122;1616012	1614954;1615754;1616334	+;+;+	1075	21
ENSG00000288549.1	chr5;chr5;chr5;chr5;chr5;chr5;chr5	1639627;1639629;1639705;1640371;1640371;1644392;1644392	1640272;1640272;1640272;1640774;1641647;1644639;1644700	-;-;-;-;-;-;-	2232	0
ENSG00000263746.1	chr5	1708785	1708868	-	84	0
ENSG00000260066.1	chr5	1725149	1728172	+	3024	0
ENSG00000171421.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1798385;1798386;1798387;1798390;1798829;1799077;1799771;1799792;1799810;1801334	1798947;1798947;1798947;1798947;1798947;1799750;1799895;1799837;1799838;1801366	-;-;-;-;-;-;-;-;-;-	1395	639
ENSG00000145494.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1801407;1801415;1801421;1802149;1802321;1802321;1814339;1814339;1815851	1801549;1801549;1801549;1802279;1802374;1802374;1814699;1814461;1816048	+;+;+;+;+;+;+;+;+	887	732
ENSG00000249966.1	chr5;chr5	1850950;1851184	1851063;1851497	+;+	428	0
ENSG00000250417.1	chr5;chr5	1855970;1856403	1856296;1856568	-;-	493	0
ENSG00000279222.1	chr5	1858409	1859890	-	1482	0
ENSG00000113430.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1877413;1877413;1877427;1877427;1877448;1877814;1878785;1879504;1879504;1879504;1879504;1879504;1879504;1879504;1879670;1880066;1880066;1880066;1880725;1880725;1880725;1880725;1880725;1880725;1880725;1880725;1881005;1881808;1881808;1881808;1881808;1881808;1881808;1881808;1882603;1882603;1882603;1882603;1882603;1882603;1882603;1886862;1886862;1887062;1887062	1878792;1878792;1878792;1878792;1878792;1878792;1878792;1879832;1879832;1879870;1879832;1879832;1879832;1879832;1879832;1880143;1880143;1880143;1880834;1880834;1880834;1880834;1880834;1880834;1880834;1880834;1881093;1882059;1882059;1882059;1882059;1882059;1882059;1882059;1882744;1882752;1882747;1882747;1882747;1882747;1882925;1887218;1886984;1887179;1887236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2974	0
ENSG00000249116.1	chr5;chr5	1883966;1884480	1884220;1884649	+;+	425	0
ENSG00000249326.1	chr5;chr5;chr5;chr5	1887332;1888213;1898045;1899042	1887369;1888282;1898119;1900493	+;+;+;+	1635	0
ENSG00000288108.1	chr5;chr5	1931058;1933803	1931383;1933985	-;-	509	0
ENSG00000248994.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	1931064;1931147;1931199;1931223;1931240;1933809;1933809;1933809;1933809;1933809;1933863;1933889;1939772;1948694;1948694;1948947;1949028;1958437;1958582;1958582;1958582;1958582;1958947;1987325;1991978;1992957;2066848;2067669;2068883;2069144;2071377;2096526;2096526;2097239;2097239;2097239;2097736;2097736;2100079;2100079;2100079;2101656;2102903;2102903;2103097;2103520;2114343;2114343;2114343;2114343;2118030;2118030;2118030;2118030;2118999	1931389;1931389;1931389;1931389;1931389;1933985;1933985;1934621;1936174;1933985;1933985;1933985;1939941;1949261;1949945;1949261;1949261;1959189;1959189;1958901;1959176;1958826;1959189;1987410;1992095;1993416;2067046;2067962;2068971;2071652;2071652;2096642;2096642;2097387;2097792;2097387;2097792;2097792;2101296;2100129;2100129;2103200;2103200;2103200;2103200;2103783;2114537;2114537;2114393;2114537;2118687;2119314;2119251;2119251;2119926	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14412	0
ENSG00000248597.2	chr5;chr5;chr5	1963346;1966800;1967077	1963856;1966963;1967251	-;-;-	850	0
ENSG00000249731.1	chr5;chr5	1968094;1968590	1968229;1969013	+;+	560	0
ENSG00000201026.1	chr5	2184710	2184820	+	111	0
ENSG00000275733.1	chr5	2261859	2262023	+	165	0
ENSG00000281560.1	chr5	2712591	2715237	+	2647	0
ENSG00000259757.1	chr5;chr5	2736662;2737732	2737321;2737759	-;-	688	0
ENSG00000170561.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	2745845;2746165;2747541;2748345;2748345;2749382;2749382;2751165;2751165	2746786;2747616;2747616;2749052;2749052;2749787;2749787;2751677;2751662	-;-;-;-;-;-;-;-;-	3399	0
ENSG00000186493.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	2752131;2752148;2752148;2752228;2752228;2752228;2752246;2752265;2752622;2752622;2752622;2752622;2752622;2752680;2752680;2753285;2753285;2753285;2753285;2753285;2753285;2755029;2755029;2755029;2755029;2755029;2755029;2755029	2752464;2752464;2752464;2752464;2752464;2752464;2752464;2752464;2752754;2752754;2752754;2752754;2752754;2752754;2752754;2754373;2753370;2753370;2753355;2753355;2753355;2755376;2755081;2755081;2755081;2755397;2755397;2755081	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1925	0
ENSG00000249541.1	chr5	2787451	2788549	-	1099	1
ENSG00000248137.1	chr5;chr5	2831021;2834619	2831059;2835139	-;-	560	0
ENSG00000248736.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	2921496;2925015;2929695;2931295;2933757;2935092;2935154;2940708;2940708;2964928;2964928;2964928;2967383;2967386	2922197;2925204;2929920;2931405;2934160;2935311;2935311;2940783;2940783;2965312;2965538;2965312;2967955;2967621	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3113	0
ENSG00000249808.3	chr5;chr5;chr5;chr5;chr5	3177835;3177863;3178668;3180929;3180929	3178179;3178179;3178893;3181232;3181487	+;+;+;+;+	1130	0
ENSG00000248118.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	3357264;3417152;3418771;3421071;3421071;3422282;3422282;3531753;3531753;3535762	3357880;3419316;3419316;3421304;3421304;3422622;3422622;3531878;3531795;3536094	-;-;-;-;-;-;-;-;-;-	3816	0
ENSG00000249830.1	chr5;chr5;chr5	3452816;3453705;3461317	3452962;3453787;3461660	+;+;+	574	0
ENSG00000250716.1	chr5;chr5;chr5	3496229;3497351;3503927	3496857;3497411;3504004	-;-;-	768	0
ENSG00000170549.4	chr5;chr5;chr5;chr5	3595832;3599225;3600609;3600983	3596381;3600260;3600681;3601403	+;+;+;+	2080	0
ENSG00000259603.1	chr5;chr5	3596211;3599864	3596268;3600188	-;-	383	0
ENSG00000248962.1	chr5;chr5	4012708;4013375	4012991;4013649	-;-	559	0
ENSG00000249994.1	chr5;chr5;chr5	4033713;4037235;4041733	4034119;4037481;4041764	-;-;-	686	0
ENSG00000250921.2	chr5;chr5;chr5;chr5;chr5;chr5	4135638;4135682;4143247;4143247;4146561;4146686	4135845;4135845;4143768;4143768;4147429;4147194	+;+;+;+;+;+	1599	0
ENSG00000260763.1	chr5;chr5	4436850;4438118	4438007;4440259	-;-	3300	0
ENSG00000248973.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	4451930;4481692;4522265;4657203;4690369;4707251;4784871;4802122;4805720;4805720;4831699;4841673;4849025;4849739;4849739;4854221;4866016;4866016;4866016;4866016;4866016	4452054;4481755;4522367;4657565;4690490;4707369;4784964;4802530;4805848;4805848;4831931;4841731;4849806;4849800;4849806;4855812;4866191;4866311;4866257;4866226;4866221	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4490	0
ENSG00000231291.3	chr5;chr5	4512262;4515323	4512483;4516776	+;+	1676	0
ENSG00000251371.1	chr5;chr5	4640731;4648070	4641085;4648254	+;+	540	0
ENSG00000249521.1	chr5;chr5	4773481;4774237	4773652;4774865	+;+	801	0
ENSG00000248311.1	chr5;chr5	4775476;4805720	4775881;4805769	-;-	456	0
ENSG00000249941.1	chr5;chr5;chr5	4866521;4874224;4874476	4866587;4874343;4874759	+;+;+	471	0
ENSG00000251506.1	chr5;chr5;chr5	4967764;4968803;4970330	4968003;4968910;4970425	-;-;-	444	0
ENSG00000250481.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5	4974690;4974781;4975011;5021629;5021629;5034133;5034133	4974767;4975260;4975260;5021721;5021721;5034240;5034267	-;-;-;-;-;-;-	786	0
ENSG00000215231.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	4987789;5034336;5034336;5034336;5034336;5034344;5034344;5034354;5034357;5034359;5034360;5034362;5034383;5034391;5034463;5038641;5038641;5038641;5038641;5038641;5038670;5038670;5038670;5038670;5038670;5038670;5038670;5038670;5038670;5051178;5051208;5051208;5051208;5055390;5055390;5057562;5057562;5057562;5057562;5057562;5057562;5057731;5059564;5059564;5059564;5059564;5059564;5059564;5066903;5066903;5066903;5066903;5066903;5066903;5066903;5066903;5066903;5066903;5066903;5067823;5067823;5069353;5069353	4987992;5034836;5034537;5034537;5034537;5034836;5034537;5034537;5034836;5034537;5034836;5034607;5034537;5034836;5034537;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5038798;5051256;5051256;5051256;5051256;5055825;5055825;5057828;5057828;5057895;5057828;5057873;5057828;5057828;5059681;5059681;5059681;5059681;5060555;5059681;5067329;5067104;5067208;5067104;5067330;5067208;5067227;5067330;5067330;5067330;5067756;5068026;5068026;5070314;5070004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4724	0
ENSG00000251426.1	chr5;chr5;chr5;chr5	5046796;5046980;5047358;5049372	5047214;5047214;5047454;5049497	-;-;-;-	642	0
ENSG00000250529.1	chr5;chr5	5069192;5078204	5069515;5078311	-;-	432	0
ENSG00000223007.1	chr5	5126046	5126337	+	292	0
ENSG00000250579.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	5132101;5132101;5132101;5132101;5133637;5133637;5133637;5133637;5133868;5133868;5133868;5133868;5139119;5139251;5139956	5133232;5133232;5133232;5133232;5133770;5133770;5133770;5133770;5134070;5134070;5134070;5138455;5139927;5139409;5140119	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6827	0
